Investigador,Nombre del evento,Tipo,Lugar,Ámbito,Productos asociados,Instituciones asociadas,Participantes,Año 
Juan Pablo Echeverry Enciso,CONGRESO NACIONAL DE FISICA, Congreso,BARRANQUILLA   -,,"Scaling Laws and Etched Manganite Thin Films: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
",Ninguno,"JUAN PABLO ECHEVERRY ENCISO: Asistente
",2005
Juan Pablo Echeverry Enciso,26 European Conference of Surface Science (ECOSS 26), Congreso,"Parma   - Department of Physics, University of Genoa Genoa - Italy",Internacional,"Collective electronic excitations at metal surfaces covered with adlayers: Demás trabajos - Demás trabajos - Póster
","Universidad del País Vasco/Euskal Herriko Unibertsitatea: Patrocinadora
","JUAN PABLO ECHEVERRY ENCISO: Ponente
",2009
Juan Pablo Echeverry Enciso,SYMPOSIUM ON SURFACE SCIENCE 2012 (3S'12), Congreso,"Viena   - IAP (Institute of Applied Physics), TU Wien",Internacional,"Low-energy collective electronic excitations in thin metallic films: Demás trabajos - Demás trabajos - Póster
","Universidad del País Vasco/Euskal Herriko Unibertsitatea: Patrocinadora
","JUAN PABLO ECHEVERRY ENCISO: Ponente
",2012
Juan Pablo Echeverry Enciso,Psi-k 2015 conference, Congreso,San Sebastián   - Audotiro Kursal,Internacional,"Role played by the occupation of the interlayer band in the appearance of acoustic plasmons in graphite intercalated compounds.: Demás trabajos - Demás trabajos - Póster
","Universidad del País Vasco/Euskal Herriko Unibertsitatea: Patrocinadora
","JUAN PABLO ECHEVERRY ENCISO: Ponente
",2015
Juan Pablo Echeverry Enciso,NanoSpain2010, Congreso,Málaga   - PALACIO DE FERIAS Y CONGRESOS DE MALAGA,Internacional,"Electronic Excitations in Thin Metallic Films: Demás trabajos - Demás trabajos - Póster
","Universidad del País Vasco/Euskal Herriko Unibertsitatea: Patrocinadora
","JUAN PABLO ECHEVERRY ENCISO: Ponente
",2010
Juan Pablo Echeverry Enciso,Trends in Nanotechnology (TNT 2009), Congreso,Barcelona   - Barcelona,Internacional,"Self-Consistent calculations of the surface electronic excitations in K adsorbed layer on Be(0001) substrate.: Demás trabajos - Demás trabajos - Póster
","Universidad del País Vasco/Euskal Herriko Unibertsitatea: Patrocinadora
","JUAN PABLO ECHEVERRY ENCISO: Ponente
",2010
Hernán Javier   Herrera  Suárez,VII taller de avances de investigacion, Taller,CIUDAD DE MEXICO   - Instituto Politécnico Nacional,Internacional,Ninguno,"Instituto Politécnico Nacional: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Ponente
",2006
Hernán Javier   Herrera  Suárez,IX Escuela  Nacional de Física de la materia Condensada, Otro,IBAGUÉ   - Universidad del Tolima,Nacional,Ninguno,"Sociedad Colombiana De Física: Patrocinadora
UNIVERSIDAD DEL TOLIMA: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Asistente
",2010
Hernán Javier   Herrera  Suárez,Tercer  encuentro nacional de profesores de ciencias exactas y naturales, Encuentro,IBAGUÉ   - Universidad de Ibagué,Nacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Asistente
",2010
Hernán Javier   Herrera  Suárez,VIII CONFERENCIA INTERNACIONAL Y XVIII CONGRESO NACIONAL SOBRE DOSIMETRIA DE ESTADO SÓLIDO, Congreso,Zacatecas   - Zacatecas,Internacional,"EFECTOS DE LA ADICIÓN DE H2O Y NH4OH EN LAS PROPIEDADES ELÉCTRICAS DE PELÍCULAS DELGADAS DE Y2O3 DEPOSITADAS POR ROCÍO PIROLÍTICO: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
","Consejo Zacatecano de Ciencia, Tecnología e Innovación: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Ponente
",2005
Hernán Javier   Herrera  Suárez,World Engineering Education Forum, Congreso,CARTAGENA DE INDIAS   - Centro de convenciones Cartagena de Indias,Nacional,"FUSION FISICA ¿ CALCULO. UNA PROPUESTA PEDAGOGICA PARA EL FORTALECIMIENTO DE CONOCIMIENTOS CIENTIFICOS EN ESTUDIANTES DE INGENIERIA: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Ponente
",2013
Hernán Javier   Herrera  Suárez,XV Semana de la facultad de ciencias de la Universidad del Tolima, Otro,IBAGUÉ   - Universidad del Tolima,Nacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Ponente magistral
",2014
Hernán Javier   Herrera  Suárez,III Coloquio Internacional en Didácticas específicas y currículo, Otro,IBAGUÉ   - Universidad del Tolima,Nacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Asistente
",2014
Hernán Javier   Herrera  Suárez,"VI International Conference on Surfaces, Materials and Vacuum", Congreso,CARTAGENA DE INDIAS   - Mérida,Internacional,"Electronic band structure of Niobium (110): Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Ponente
",2013
Hernán Javier   Herrera  Suárez,SIU 2014 SEMANA DE INVESTIGACION UNIVERSITARIA, Otro,IBAGUÉ   - UNIVERSIDAD DE IBAGUE,Nacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Ponente
",2014
Hernán Javier   Herrera  Suárez,Semana de Investigación Universitaria 2013, Otro,IBAGUÉ   -,Nacional,"Bandas proyectadas de volumen del Cr(001): Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Ponente
",2013
Hernán Javier   Herrera  Suárez,Semana de Investigación Universitaria 2012, Otro,IBAGUÉ   - Universidad de Ibagué,Nacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Ponente
",2012
Hernán Javier   Herrera  Suárez,"VI International Conference on Surfaces, Materials and Vacuum", Congreso,Mérida   - Mérida,Internacional,"Electronic band structure of Niobium (110): Producción técnica - Presentación de trabajo - Ponencia
"," Sociedad Mexicana de Ciencia y Tecnología de Superficies y Materiales A.: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Ponente
",2013
Hernán Javier   Herrera  Suárez,IV International Conference on Surfaces Materials and Vacuum, Congreso,Puerto Vallarta   - Puerto Vallarta,Internacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Ponente
",2011
Hernán Javier   Herrera  Suárez,Encuentro en didáctica de las ciencias Naturales y exactas, Encuentro,IBAGUÉ   - Universidad de Ibagué,Nacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Asistente
",2009
Hernán Javier   Herrera  Suárez,Segundo foro institucional de formación de investigadores, Otro,CIUDAD DE MEXICO   - Instituto Politécnico Nacional,Internacional,Ninguno,"Instituto Politécnico Nacional: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Asistente
",2007
Hernán Javier   Herrera  Suárez,X Conferencia Internacional. XX Congreso Nacional sobre Dosimetría, Congreso,Puebla   - Puebla,Internacional,Ninguno,"BENEMÉRITA UNIVERSIDAD AUTÓNOMA DE PUEBLA: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Ponente
",2007
Hernán Javier   Herrera  Suárez,Primer foro institucional de Formación de investigadores, Otro,CIUDAD DE MEXICO   - Instituto Politécnico Nacional,Internacional,Ninguno,"Instituto Politécnico Nacional: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Asistente
",2006
Hernán Javier   Herrera  Suárez,XXVI Congreso Nacional, Congreso,Puebla   - Puebla,Internacional,Ninguno," Sociedad Mexicana de Ciencia y Tecnología de Superficies y Materiales A.: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Ponente
",2006
Hernán Javier   Herrera  Suárez,IX Conferencia internacional. XIX Congreso Nacional Sobre dosimetría del Estado Sólido, Congreso,CIUDAD DE MEXICO   - Instituto Politécnico Nacional,Internacional,Ninguno,"Instituto Politécnico Nacional: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Ponente
",2006
Hernán Javier   Herrera  Suárez,Congreso Nacional Sociedad Mexicana de Ciencia y Tecnología de superficies y Materiales, Congreso,Buenos Aires   - Ciudad de México,Nacional,Ninguno,"Universidad Autónoma De Zacatecas: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Ponente
",2005
Hernán Javier   Herrera  Suárez,Advanced Summer School 2005 (EAVO5), Otro,CIUDAD DE MEXICO   - Centro de Investigación y de Estudios Avanzados del I.P.N,Internacional,Ninguno,"Instituto Politécnico Nacional - Centro de Investigación y estudios avanzados del Instituto Politécnico Nacional: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Asistente
",2005
Hernán Javier   Herrera  Suárez,Congreso Nacional Sociedad Mexicana de Ciencia y Tecnología de superficies y Materiales, Congreso,CIUDAD DE MEXICO   - Zacatecas,Internacional,"Effects of the segregation on the Optic Properties of InGaN/GaN and InGaAs/GaAs Quantum Wells: Producción técnica - Presentación de trabajo - Ponencia
","Instituto Politécnico Nacional: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Ponente
",2005
Hernán Javier   Herrera  Suárez,XII Congreso Colombiano de Métodos Numéricos, Congreso,"BOGOTÁ, D.C.   - Universidad San Buenaventura sede Bogotá",Internacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Ponente
MAXIMILIANO MACHADO HIGUERA: Ponente
",2019
Hernán Javier   Herrera  Suárez,XXVIII congreso nacional de física, Congreso,ARMENIA   - Centro de Convenciones de la ciudad de Armenia,Nacional,"Symmetry in the horizontal motion of a drag block: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Ponente
",2019
Hernán Javier   Herrera  Suárez,Congreso Internacional de Ingeniería Industrial 2021, Congreso,CIUDAD DE MEXICO   - Instituto tecnológico de Tlanepantla,Nacional,"Tracker para el estudio de sistemas físicos: Producción técnica - Presentación de trabajo - Ponencia
Tracker para el estudio de sistemas físicos: Producción técnica - Presentación de trabajo - Ponencia
","Instituto Tecnológico de Tlalnepantla: Patrocinadora
","HERNAN JAVIER HERRERA SUAREZ: Ponente magistral
",2021
Carlos Antonio Jacanamejoy Jamioy,Semana de investigación universitaria SIU 2017, Otro,IBAGUÉ   - Universidad de Ibagué,Nacional,"Generación automática de cuestionarios: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","CARLOS ANTONIO JACANAMEJOY JAMIOY: Ponente
",2017
Carlos Antonio Jacanamejoy Jamioy,1 Encuentro Nacional de Aplicaciones Electrónicas - Primera Olimipiada de Robótica, Encuentro,IBAGUÉ   - Universidad de Ibagué,Nacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","CARLOS ANTONIO JACANAMEJOY JAMIOY: Ponente
",2010
Carlos Antonio Jacanamejoy Jamioy,IX ENCUENTRO DEPARTAMENTAL DE SEMILLEROS DE INVESTIGACIÓN 2011, Encuentro,IBAGUÉ   - Universidad Cooperativa de Colombia Sede Ibagué,Nacional,"INVERSOR MULTINIVEL ASIMÉTRICO EN CASCADA DE FUENTE COMÚN CON BALANCE DE POTENCIA: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","CARLOS ANTONIO JACANAMEJOY JAMIOY: Ponente
",2011
Carlos Antonio Jacanamejoy Jamioy,23rd Iberoamerican Congres on Partern Recognition (CIARP-2018), Congreso,"Madrid   - Escuela Politécnica Superior Superior, Universidad Autónoma de Madrid",Internacional,"A Note on the Phase Congruence Method in Image Analysis: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","CARLOS ANTONIO JACANAMEJOY JAMIOY: Ponente
",2018
Alexander Cortés Soto,SEPTIMA ESCUELA NACIONAL DE MATERIA CONDENSADA VII ENFMC, Otro,TUNJA   -,,"Conducción Electrónica a Través de Estructuras Capacitivas de SrTiO3+Nb/Pb Crecidas Sobre Substratos de SrTiO3 Dopados con Nb: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
",Ninguno,"ALEXANDER CORTES SOTO: Asistente
",2006
Alexander Cortés Soto,2006 MARCH MEETING, Congreso,Baltimore   - Baltimore Convention Center - exhibit hall,Internacional,"Tunneling and Fatigue Properties of SRO/PZT/Pt Structures: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
Scaling Laws in PZT/Si(001) Thin Films: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
",Ninguno,"ALEXANDER CORTES SOTO: Ponente
",2006
Alexander Cortés Soto,XXII CONGRESO NACIONAL DE FISICA, Congreso,IBAGUÉ   - Universidad del Tolima,Nacional,"curvas caracteristicas I-V en estructuras capacitivas de YMnO3: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
","UNIVERSIDAD DEL TOLIMA: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente
",2007
Alexander Cortés Soto,CLACSA XII 12 LATIN AMERICAN CONGRESS OF SURFACE SCIENCE AND ITS APPLICATIONS, Congreso,Río de Janeiro   -,,"Scaling roughness in PZT thin films: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
",Ninguno,"ALEXANDER CORTES SOTO: Asistente
",2005
Alexander Cortés Soto,VI ESCUELA NACIONAL DE FISICA DE LA MATERIA CONDENSADA, Taller,MEDELLÍN   - Universidad de Antioqia,Nacional,"Curvas características I-V en condensadores ferroeléctricos de PZT: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
","UNIVERSIDAD DE ANTIOQUIA: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente
",2004
Alexander Cortés Soto,V escuela Nacional de Física de la Materia Condensada, Taller,ARMENIA   - Universidad del Quindio,Nacional,Ninguno,"UNIVERSIDAD DEL QUINDÍO: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente
",2003
Alexander Cortés Soto,XX Congreso Nacional de Física, Congreso,ARMENIA   - Universidad del Quindio,Nacional,Ninguno,"UNIVERSIDAD DEL QUINDÍO: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente
",2003
Alexander Cortés Soto,11th International Meeting on Ferroelectricity, Congreso,iguassu   - Iguassu Falls,Internacional,Ninguno,"Universidad Nacional De La Plata: Patrocinadora
","ALEXANDER CORTES SOTO: Ponente
",2005
Alexander Cortés Soto,Seminario Avanzado en Temas de Prospectiva y Vigilancia Tecnologica e Inteligencia Competitiva, Seminario,"BOGOTÁ, D.C.   - Universidad Externado de Colombia",Nacional,Ninguno,"Servicio Nacional de Aprendizaje Sena Sede Cali: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente
",2005
Alexander Cortés Soto,Trends On Novel Materials, Taller,SANTA MARTA   -,Internacional,Ninguno,"Centro De Excelencia En Nuevos Materiales Cenm: Patrocinadora
","ALEXANDER CORTES SOTO: Ponente
",2006
Alexander Cortés Soto,Taller de Inteligencia Comercial, Taller,"BOGOTÁ, D.C.   - IICA",Nacional,Ninguno,"Servicio Nacional de Aprendizaje Sena Sede Cali: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente
",2006
Alexander Cortés Soto,"Seminario sobre Corte de Metales, Herramientas y Desarrollo de Dispositivo", Seminario,CALI   - Universidad del Valle,Nacional,Ninguno,"Centro De Excelencia En Nuevos Materiales Cenm: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente
",2007
Alexander Cortés Soto,Seminario sobre Materiales y Dispositivos Cerámicos Dieléctricos y Ferroeléctricos, Seminario,CALI   - Universidad del Valle,Nacional,Ninguno,"Universidad de Florida: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente , Organizador , Ponente magistral
",2007
Alexander Cortés Soto,Taller para Elaborar una Agenda Prospectiva en Nanomateriales, Taller,IBAGUÉ   - Hotel Estelar Altamira,Nacional,Ninguno,"Servicio Nacional de Aprendizaje Sena Sede Cali: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente
",2007
Alexander Cortés Soto,Congreso Iberoamericano de Metalurgia y Materiales IBEROMET, Congreso,CARTAGENA DE INDIAS   - Universidad Tecnológica de Bolivar,Internacional,Ninguno,"Centro De Excelencia En Nuevos Materiales Cenm: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente , Ponente
",2008
Alexander Cortés Soto,2010 Curso de Microscopía, Taller,CALI   - Universidad del Valle,Nacional,Ninguno,"Centro De Excelencia En Nuevos Materiales Cenm: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente
",2010
Alexander Cortés Soto,Nanociencia 2010, Seminario,BARRANQUILLA   -,Internacional,Ninguno,"Centro De Excelencia En Nuevos Materiales Cenm: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente , Ponente
",2010
Alexander Cortés Soto,XXIV Congreso Nacional de Física, Congreso,"BOGOTÁ, D.C.   - Hotel Tequendama",Nacional,"Estudio de las propiedades dieléctricas de SrTiO3 y LaCoO3: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente , Ponente
",2011
Alexander Cortés Soto,I Seminario de Formación en Investigación, Seminario,IBAGUÉ   - UNAD-Ibagué,Nacional,"Indagación e Investigación: Producción técnica - Presentación de trabajo - Conferencia
","Fundación Red Colombiana de Semilleros de Investigación RedColsi: Patrocinadora
","ALEXANDER CORTES SOTO: Ponente magistral
",2012
Alexander Cortés Soto,Jornada de investigación de la Fac. Ciencias Naturales y Matemáticas Semana Universitaria de Investigaciones - SUI2011, Encuentro,IBAGUÉ   - Universidad de Ibagué,Nacional,"La Enseñanza de las Ciencias Basada en la Indagación, ECBI, un Recurso Didáctico para la Enseñanza y el Aprendizaje del Cálculo y la Física en Ingeniería: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALEXANDER CORTES SOTO: Ponente
",2011
Alexander Cortés Soto,Jornada de investigación de la Fac. Ciencias Naturales y Matemáticas Semana Universitaria de Investigaciones - SUI2012, Encuentro,IBAGUÉ   - Universidad de Ibagué,Nacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALEXANDER CORTES SOTO: Ponente
",2012
Alexander Cortés Soto,II Reunión de Directores de Carreras de Ciencias, Encuentro,"BOGOTÁ, D.C.   - Fundación Universitaria Konrad Lorenz",Nacional,Ninguno,"Asociación Colombiana De Facultades De Ingeniería - Acofi: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente , Ponente
",2013
Alexander Cortés Soto,XI Encuentro Departamental de Semilleros de Investigación, Encuentro,HONDA   - Corporación de Educación del Norte del Tolima - COREDUCACION,Nacional,Ninguno,"Fundación Red Colombiana de Semilleros de Investigación RedColsi: Patrocinadora
","ALEXANDER CORTES SOTO: Ponente magistral
",2013
Alexander Cortés Soto,World Engineering Education Forum WEEF 2013, Simposio,CARTAGENA DE INDIAS   - Centro de Convenciones Cartagena de Indias,Internacional,"FUSIÓN FÍSICA ¿ CÁLCULO. UNA PROPUESTA PEDAGÓGICA PARA EL FORTALECIMIENTO DE CONOCIMIENTOS CIENTÍFICOS EN ESTUDIANTES DE INGENIERÍA: Producción técnica - Presentación de trabajo - Ponencia
","Asociación Colombiana De Facultades De Ingeniería - Acofi: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente , Ponente
",2013
Alexander Cortés Soto,World Engineering Education Forum, Simposio,CARTAGENA DE INDIAS   - Centro de Convenciones Cartagena de Indias,Internacional,Ninguno,"Asociación Colombiana De Facultades De Ingeniería - Acofi: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente , Ponente
",2013
Alexander Cortés Soto,World Engineering Education Forum, Simposio,CARTAGENA DE INDIAS   - Centro de Convenciones Cartagena de Indias,Internacional,Ninguno,"Asociación Colombiana De Facultades De Ingeniería - Acofi: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente , Ponente
",2013
Alexander Cortés Soto,World Engineering Education Forum, Simposio,CARTAGENA DE INDIAS   - Centro de Convenciones Cartagena de Indias,Internacional,Ninguno,"Asociación Colombiana De Facultades De Ingeniería - Acofi: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente , Ponente
",2013
Alexander Cortés Soto,World Engineering Education Forum, Simposio,CARTAGENA DE INDIAS   - Centro de Convenciones Cartagena de Indias,Internacional,Ninguno,"Asociación Colombiana De Facultades De Ingeniería - Acofi: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente , Ponente
",2013
Alexander Cortés Soto,World Engineering Education Forum, Simposio,CARTAGENA DE INDIAS   - Centro de Convenciones Cartagena de Indias,Internacional,Ninguno,"Asociación Colombiana De Facultades De Ingeniería - Acofi: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente , Ponente
",2013
Alexander Cortés Soto,Global Attributes and Competencias: An Initiative to Identify and Assess Key Characteristics of the Worlds Future Engineers, Taller,CARTAGENA DE INDIAS   - Centro de Convenciones Cartagena de Indias,Internacional,Ninguno,"Asociación Colombiana De Facultades De Ingeniería - Acofi: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente
",2013
Alexander Cortés Soto,Congreso Internacional de Materiales, Congreso,MEDELLÍN   - Centro de Convenciones - Plaza Mayor,Internacional,"LUMINISCENCIA DE VIDRIOS FLUORBORATOS CON NANOPARTICULAS DE PLATA E IONES Pr3+: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE ANTIOQUIA: Patrocinadora
","ALEXANDER CORTES SOTO: Ponente
LUZ PATRICIA NARANJO RIANO: Ponente magistral
",2013
Alexander Cortés Soto,Curso de difraccion de rayos x  - método Rietveld, Otro,CALI   - Universidad del Valle,Nacional,Ninguno,"UNIVERSIDAD DEL VALLE: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente
",2015
Alexander Cortés Soto,SIU-SEMANA INVESTIGACION UNIVERSITARIA, Encuentro,IBAGUÉ   - Universidad de Ibagué,Nacional,"Estudio de propiedades de terrenos cultivables con Café en la región del Libano (Tolima): Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALEXANDER CORTES SOTO: Ponente
",2016
Alexander Cortés Soto,IV ESCUELA COLOMBIANA DE ESPECTROSCOPIA MOSSBAUER, Otro,IBAGUÉ   - Universidad del Tolima - Universidad de Ibagué,Nacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente
",2019
Alexander Cortés Soto,XI ESCUELA DE VERANO - SEMINARIO ETICA PROFESIONAL: COMO TRABAJAR EN EL AULA, Seminario,IBAGUÉ   -,Nacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente
",2019
Alexander Cortés Soto,V ENCUENTRO INTERNACIONAL SOBRE LA ENSEÑANZA DE LAS CIENCIAS EXACTAS Y NATURALES: INTEGRACION DE LAS CIENCIAS Y LA TECNOLOGÍA COMO TENDENCIA EDUCATIVA, Encuentro,PEREIRA   - Universidad Católica de Pereira,Internacional,"La enseñanza activa de la física como un modelo articulado con conceptos matemáticos: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD CATOLICA DE PEREIRA: Patrocinadora
","ALEXANDER CORTES SOTO: Ponente
",2019
Alexander Cortés Soto,II diplomado competencias básicas en TIC para docentes universitarios, Taller,IBAGUÉ   - Universidad de Ibagué,Nacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente
",2012
Alexander Cortés Soto,Seminario Internacional Nanociencia 2010, Seminario,BARRANQUILLA   - Universidad del Norte,Internacional,Ninguno,"Centro De Excelencia En Nuevos Materiales Cenm: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente
",2010
Alexander Cortés Soto,Formación de líderes para la formación y acompañamiento de docentes de la Universidad de Ibagué, Otro,IBAGUÉ   - Universidad de Ibagué,Nacional,Ninguno,"UNIVERSIDAD DE LOS ANDES: Gestionadora
","ALEXANDER CORTES SOTO: Asistente
",2015
Alexander Cortés Soto,Acompañamiento pedagógico para el rediseño de cursos, Otro,IBAGUÉ   -,Nacional,Ninguno,"UNIVERSIDAD DE LOS ANDES: Gestionadora
","ALEXANDER CORTES SOTO: Asistente
",2015
Alexander Cortés Soto,"Seminario-Taller ""Escritura académica""", Taller,IBAGUÉ   - Universidad de Ibagué,Nacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente
",2014
Alexander Cortés Soto,Seminario-taller en formulación de proyectos de investigación, Taller,IBAGUÉ   - Universidad de Ibagué,Nacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente
",2014
Alexander Cortés Soto,"Curso ""Módulos pedagógicos para el rediseño de cursos""", Otro,IBAGUÉ   - UNiversidad de Ibagué,Nacional,Ninguno,"UNIVERSIDAD DE LOS ANDES: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente
",2014
Alexander Cortés Soto,"Diplomado ""Aproximación a la propiedad intelectual""", Otro,IBAGUÉ   -,Nacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente
",2013
Alexander Cortés Soto,"Taller ""Global attributes and competencies: An initiative to identify and asses key characteristics of the worlds future engineers""", Taller,CARTAGENA DE INDIAS   - Centro de Convenciones Cartagena de Indias,Internacional,Ninguno,"Asociación Colombiana De Facultades De Ingeniería - Acofi: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente
",2013
Alexander Cortés Soto,¡Cómo Puedo utiliza los RAE como herramienta pedagógica en el 2022?, Taller,IBAGUÉ   - Universidad de Ibagué,Nacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALEXANDER CORTES SOTO: Asistente
",2022
Luz Patricia Naranjo Riano,XXVIII Encontro nacional de física da materia condensada, Encuentro,"Santos, Sao Paulo   - Centro de Convenciones Santos",Nacional,"Propriedades ópticas de vidros PbO-Bi2O3-Ga2O3 (PBG) com nanopartículas de Ag: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
","Sociedade-Brasileira-De-Fisica: Patrocinadora
","LUZ PATRICIA NARANJO RIANO: Organizador
",2005
Luz Patricia Naranjo Riano,"V reunion iberoamericana de óptica y VIII Encuentro latinoamericano de optica, laseres y sus aplicaciones", Encuentro,Porlamar   -,,"Growth of metallic Ag nanoparticles in fluoroborate glasses doped with rare earth ions and their optical characterization: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
",Ninguno,"LUZ PATRICIA NARANJO RIANO: Asistente
",2004
Luz Patricia Naranjo Riano,X IBEROMET, Otro,Cartagena   - Cartagena,Internacional,"Enhancement of Bi3+ and Pb2+ Luminescence in Heavy Metals Glasses: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","LUZ PATRICIA NARANJO RIANO: Ponente
",2008
