Investigador,Nombre del evento,Tipo,Lugar,Ámbito,Productos asociados,Instituciones asociadas,Participantes,Año 
ALFREDO JOSE TORRES BENITEZ,IV Congreso Chileno de Berries, Congreso,Valdivia   - Hotel Dreams Valdivia,Nacional,"Actividad antioxidante e inhibidora enzimática de Greigia sphacelata: Demás trabajos - Demás trabajos - Póster
","Universidad Austral de Chile: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
CARMEN CORTES: Ponente
MARIO SIMIRGIOTIS: Ponente
",2019
ALFREDO JOSE TORRES BENITEZ,Congreso Colombiano de Servicios Ecosistémicos, Congreso,CAJICÁ   - Universidad Militar Nueva Granada,Nacional,"Comunidades liquénicas como indicadores de la calidad atmosférica en el municipio de Melgar (Tolima, Colombia): Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
DANIELA SANCHEZ: Ponente
MIGUEL MORENO: Ponente
",2019
ALFREDO JOSE TORRES BENITEZ,Tercera Muestra Científica en Salud - Facultad de Medicina, Otro,Valdivia   - Facultad de Medicina - Universidad Austral de Chile,Nacional,"The phenolic compounds of wood of Weinmannia trichosperma using HPLC-DAD and anti-inflammatory activity: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD AUSTRAL DE CHILE: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
CARMEN CORTES: Ponente
MARIO SIMIRGIOTIS: Ponente
RUTH BARRIENTOS: Ponente
",2019
ALFREDO JOSE TORRES BENITEZ,ReBrain International Conference, Congreso,Valdivia   - Universidad Austral de Chile,Internacional,"COCOA: NEUROPROTECTIVE POTENTIAL OF BIOACTIVE COMPOUNDS: Demás trabajos - Demás trabajos - Póster
","Universidad Austral de Chile: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
MATHIAS FLORES GONZALEZ: Ponente
",2020
ALFREDO JOSE TORRES BENITEZ,"Reunión Anual Conjunta de las Sociedades de Biología, Botánica, Ecología y Evolución de Chile", Congreso,Valdivia   - Hotel Villa del Río,Nacional,"Diversidad, especificidad de forófito y preferencias microambientales de líquenes cortícolas de un bosque subandino en la región Central de Colombia: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
MIGUEL MORENO: Ponente
NICOLAS ZARATE ARIAS: Ponente
",2020
ALFREDO JOSE TORRES BENITEZ,"Reunión Anual Conjunta de las Sociedades de Biología, Botánica, Ecología y Evolución de Chile", Congreso,Valdivia   - Hotel Villa del Río,Nacional,"Líquenes cortícolas como bioindicadores de calidad atmosférica en reservas de la sociedad civil en la región Central de Colombia: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
ESTEFANIA DIAZ VILLANUEVA: Ponente
JUAN DAVID MORALES: Ponente
",2020
ALFREDO JOSE TORRES BENITEZ,VII Congreso Latinoamericano de Plantas Medicinales, Congreso,Cuenca   - Universidad de Cuenca,Internacional,"Metabolomic and biological activity from Chilean Amaryllidaceae: Demás trabajos - Demás trabajos - Póster
","Universidad Austral de Chile: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
MARIO SIMIRGIOTIS: Ponente
",2019
ALFREDO JOSE TORRES BENITEZ,Semana de Investigación Universitaria SIU 2016, Otro,IBAGUÉ   - Universidad de Ibagué,Nacional,"Explorando la bioindicación: respuestas de la comunidad liquénica a la zona urbana: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
MIGUEL MORENO: Ponente
",2016
ALFREDO JOSE TORRES BENITEZ,II Encuentro Internacional Virtual y Académico de Ciencias Ambientales, Encuentro,"BOGOTÁ, D.C.   - UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA",Nacional,"Respuesta de la comunidad liquénica a las concentraciones de óxidos atmosféricos en la ciudad de Ibagué: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
MIGUEL MORENO: Ponente
",2017
ALFREDO JOSE TORRES BENITEZ,IV Congreso Nacional de Liquenología del Perú y I Congreso Nacional de Lomas, Congreso,Lima   - Virtual,Nacional,"Evaluación de la calidad atmosférica en zonas verdes y de tráfico vehicular de la ciudad de Ibagué (Tolima, Colombia) mediante el estudio de líquenes cortícolas: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
MIGUEL MORENO: Ponente
",2020
ALFREDO JOSE TORRES BENITEZ,VIII Congreso Latinoamericano de Plantas Medicinales, Congreso,Cuenca   -,Internacional,"Alkaloid fingerprinting and enzyme inhibition potential of the chilean endemic plant Phycella cyrtanthoides (Amaryllidaceae): Producción técnica - Presentación de trabajo - Ponencia
Actividad antioxidante e inhibidora enzimática de Greigia sphacelata: Demás trabajos - Demás trabajos - Póster
","Universidad Austral de Chile: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
CARMEN CORTES: Ponente
MARIO SIMIRGIOTIS: Ponente
RUTH BARRIENTOS: Ponente
",2020
ALFREDO JOSE TORRES BENITEZ,VIII Congreso Latinoamericano de Plantas Medicinales, Congreso,Cuenca   -,Internacional,"Flora medicinal de la Reserva Natural de la Sociedad Civil La Estrella en la ciudad de Ibagué (Tolima, Colombia): Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
SIMON DAVID URREA FLORIAN: Ponente
",2020
ALFREDO JOSE TORRES BENITEZ,VIII Congreso Latinoamericano de Plantas Medicinales, Congreso,Cuenca   -,Internacional,"Determinación del contenido de compuestos polifenólicos de Blechnum chilense (Kaulf.) Mett (Blechnaceae, Pteridophyta): Demás trabajos - Demás trabajos - Póster
Química y actividad biológica de especies del género Polypodium sp. (Polypodiaceae, Pteridophyta): Una revisión: Demás trabajos - Demás trabajos - Póster
","Universidad Austral de Chile: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
MARIO SIMIRGIOTIS: Ponente
MATHIAS FLORES GONZALEZ: Ponente
",2020
ALFREDO JOSE TORRES BENITEZ,LV Congreso Nacional y VI Internacional de Ciencias Biológicas Virtual, Congreso,CALI   -,Nacional,"Identificación del potencial antioxidante y enzimático de clones colombianos de Theobroma cacao L.: Demás trabajos - Demás trabajos - Póster
Perfil cromatográfico de compuestos mayoritarios en clones colombianos de Theobroma cacao L.: Demás trabajos - Demás trabajos - Póster
","Universidad Austral de Chile: Patrocinadora
UNIVERSIDAD DE IBAGUÉ: Gestionadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
MARIO SIMIRGIOTIS: Ponente
OLIMPO JOSE GARCIA BELTRAN: Ponente
",2020
ALFREDO JOSE TORRES BENITEZ,LV Congreso Nacional y VI Internacional de Ciencias Biológicas Virtual, Congreso,CALI   -,Nacional,"Manejo de residuos sólidos en establecimientos comerciales: el caso de un restaurante urbano en la región Central de Colombia: Demás trabajos - Demás trabajos - Póster
","SERVICIO NACIONAL DE APRENDIZAJE SENA: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
SIMON DAVID URREA FLORIAN: Ponente
",2020
ALFREDO JOSE TORRES BENITEZ,V Seminario Nacional de Gestión y Control de la Contaminación Ambiental - III Congreso Internacional CATATUMBARÍ, Congreso,OCAÑA   -,Nacional,"Evaluación de la calidad del agua en habitáts urbanos y naturales en el área de protección ambiental de la Microcuenca La Balsa (Ibagué, Tolima): Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
SIMON DAVID URREA FLORIAN: Ponente
",2020
ALFREDO JOSE TORRES BENITEZ,I Congreso en Línea de Biotecnología, Congreso,Guatemala   - Comisión Técnica Intersectorial de Biotecnología,Internacional,Ninguno,"Universidad Austral de Chile: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Asistente
",2020
ALFREDO JOSE TORRES BENITEZ,The 1st International Electronic Conference on Brain Sciences, Congreso,Basel   -,Internacional,"Terpenic compounds in Chilean species of the genus Blechnum (Pteridophyta: Blechnaceae) with neuroprotective potential: Producción técnica - Presentación de trabajo - Ponencia
","Universidad Austral de Chile: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
MARIO SIMIRGIOTIS: Ponente
MATHIAS FLORES GONZALEZ: Ponente
",2020
ALFREDO JOSE TORRES BENITEZ,LXIII Reunión Anual de la Sociedad de Biología de Chile, Congreso,Santiago de Chile   -,Nacional,"Relación entre la comunidad de líquenes cortícolas y forófitos de un bosque subandino en la región Central de Colombia: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
Universidad Austral de Chile: Gestionadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
SIMON DAVID URREA FLORIAN: Ponente
",2020
ALFREDO JOSE TORRES BENITEZ,LXIII Reunión Anual de la Sociedad de Biología de Chile, Congreso,Santiago de Chile   -,Nacional,"Estructura y composición florística del Páramo de Anaime en la cordillera Central de Colombia: un insumo para la delimitación del ecotono bosque-páramo: Demás trabajos - Demás trabajos - Póster
","INSTITUTO DE INVESTIGACIÓN DE RECURSOS BIOLÓGICOS ALEXANDER VON HUMBOLDT: Patrocinadora
UNIVERSIDAD DEL TOLIMA: Gestionadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
",2020
ALFREDO JOSE TORRES BENITEZ,VIII Congreso Latinoamericano de Agroecología, Congreso,Montevideo   -,Internacional,"Flora arvense de un cultivo de café (Coffea arabica L., Rubiaceae) con sistema agroforestal en la región Central de Colombia: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
SIMON DAVID URREA FLORIAN: Ponente
",2020
ALFREDO JOSE TORRES BENITEZ,"The 1st International Electronic Conference on Forests - Forests for a Better Future: Sustainability, Innovation, Interdisplinarity", Congreso,Basel   -,Internacional,"Physico-chemical characterization of soil in a tropical landscape restored by a vegetal succession: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DEL TOLIMA: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
HECTOR ESQUIVEL: Ponente
",2020
ALFREDO JOSE TORRES BENITEZ,XXXI Reunión Anual Sociedad de Botánica de Chile, Congreso,Santiago de Chile   -,Nacional,"Líquenes cortícolas de la ciudad de Ibagué (Tolima, Colombia): Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
Universidad Austral de Chile: Gestionadora
","ALEJANDRA SUAREZ CORREDOR: Ponente
ALFREDO JOSE TORRES BENITEZ: Ponente
MIGUEL MORENO: Ponente
",2020
ALFREDO JOSE TORRES BENITEZ,The 1st International Electronic Conference on Plant Science, Congreso,Basel   -,Internacional,"Evaluation of seeds Moringa oleifera Lam. present in urban forests as a coagulant-flocculant for water treatment: Producción técnica - Presentación de trabajo - Ponencia
","SERVICIO NACIONAL DE APRENDIZAJE SENA: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
SIMON DAVID URREA FLORIAN: Ponente
",2020
ALFREDO JOSE TORRES BENITEZ,X Congreso Latinoamericano de Micología, Congreso,Santiago de Chile   -,Internacional,"Dinámica de la calidad del aire y su relación con las comunidades liquénicas en gradientes de intervención en la ciudad de Ibagué-Colombia: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
ANGIE MARGARITA QUIROGA LOPEZ: Ponente
MIGUEL MORENO: Ponente
PAOLA ANDREA CANO MENDEZ: Ponente
",2020
ALFREDO JOSE TORRES BENITEZ,I Simpósio Micológico da Mata Atlântica Nordestina, Simposio,Recife   -,Nacional,Ninguno,"Universidad Austral de Chile: Gestionadora
","ALFREDO JOSE TORRES BENITEZ: Asistente
",2020
ALFREDO JOSE TORRES BENITEZ,The 1st International Electronic Conference on Agronomy, Congreso,Basel   -,Internacional,"Forest species of ecological importance in tropical dry forest fragments associated with a cultivation matrix of Gossypium herbaceum L. (La Guajira, Colombia): Producción técnica - Presentación de trabajo - Ponencia
","Universidad Austral de Chile: Gestionadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
JOSE JAIRO TORRES TORRES: Ponente
SIMON DAVID URREA FLORIAN: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,Primer Simposio Colombiano de Epífitas, Simposio,MEDELLÍN   - Virtual,Nacional,"Liquenobiota cortícola de Reservas de la Sociedad Civil en la ciudad de Ibagué-Tolima: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,The 1st International Electronic Conference on Agronomy, Congreso,Basel   - Virtual,Internacional,"Forest species of ecological importance in tropical dry forest fragments associated with a cultivation matrix of Gossipium herbaceum L. (La Guajira, Colombia): Demás trabajos - Demás trabajos - Póster
","Universidad Austral de Chile: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
SIMON DAVID URREA FLORIAN: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,Primer Simposio Colombiano de Epífitas, Simposio,MEDELLÍN   - Virtual,Nacional,"Liquenobiota cortícola de Reservas de la Sociedad Civil de Ibagué-Tolima: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,V Congreso Nacional de Liquenología del Perú, Congreso,Lima   - Virtual,Nacional,"Dinámica de calidad atmosférica en la cuenca del río Combeima (Colombia) y su relación con la comunidad de líquenes cortícolas: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
MIGUEL MORENO: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,2nd International Electronic Conference on Brain Sciences, Congreso,Basel   - Virtual,Internacional,"Systemactic review: Antioxidant and neuroprotective capacity of species of the genus Asplenium (Monilophyta: Aspleniaceae: Demás trabajos - Demás trabajos - Póster
","Universidad Austral de Chile: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
MARIO SIMIRGIOTIS: Ponente
MATHIAS FLORES GONZALEZ: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,SPIE Optical Engineering + Applications, Congreso,San Diego   - Virtual,Internacional,"Binarization method for chromosomal analysis of primitive plants: the case of Zamia tolimensis and Zamia huilensis (Cycadales, Zamiaceae): Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
MANUEL GUILLERMO FORERO VARGAS: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,International Association for Lichenology 9th Symposium, Simposio,São Cristóvão   - Virtual,Internacional,"Antioxidant and cholinesterase activity of Cladonia gracilis and Cladonia chlorophaea: Demás trabajos - Demás trabajos - Póster
","Universidad Austral de Chile: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
MARIO SIMIRGIOTIS: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,5th Peruvian Congress Biotechnology and Bioengineering ¿ 1st International Congress of Biotechnology and bioengineering, Congreso,Arequipa   - Virtual,Nacional,"Antioxidant activtiy of the fern Lophosoria quadripinnata (J.F.Gmel) C.Chr.: a potencial resource for phytotherapy: Producción técnica - Presentación de trabajo - Ponencia
","Universidad Austral de Chile: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
MARIO SIMIRGIOTIS: Ponente
MATHIAS FLORES GONZALEZ: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,XXXVIII Jornadas Argentinas de Botánica, Congreso,Buenos Aires   - Virtual,Nacional,"Actividad antioxidante y colinesterasa de Gleichenia quadripartita T. Moore y Gleichenia litoralis C. Chr. (Polypodiopsida: Gleicheniaceae): Demás trabajos - Demás trabajos - Póster
","Universidad Austral de Chile: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
MARIO SIMIRGIOTIS: Ponente
MATHIAS FLORES GONZALEZ: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,XXXVIII Jornadas Argentinas de Botánica, Congreso,Buenos Aires   - Virtual,Nacional,"Composición y conservación de la flora arbórea en un área de intervención por obras de infraestructura en la región Central de Colombia: Demás trabajos - Demás trabajos - Póster
","Universidad Austral de Chile: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
SIMON DAVID URREA FLORIAN: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,XXXVIII Jornadas Argentinas de Botánica, Otro,Buenos Aires   - Virtual,Nacional,"Presentador de obra en la muestra audiovisual: Producción técnica - Presentación de trabajo - Otro
","Universidad Austral de Chile: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,LVI Congreso Nacional y VII Internacional de Ciencias Biológicas, Congreso,RIOHACHA   - Virtual,Nacional,"Identificación de impactos ambientales asociados a la producción de insumos animales en el municipio de Funza, Cundinamarca: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
VICTOR JULIAN ARDILA BOTERO: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,LVI Congreso Nacional y VII Internacional de Ciencias Biológicas, Congreso,RIOHACHA   - Virtual,Nacional,"Tratamiento de residuos sólidos orgánicos: un caso de aplicación para la obtención de compost: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
ANA ISABEL TORO ZULUAGA: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,IX Congreso Latinoamericano de Plantas Medicinales, Congreso,Quito   - Virtual,Internacional,"Actividad antioxidante y colinesterasa de especies del género Blechnum L. (Blechnaceae, Polypodiales) del sur de Chile: Demás trabajos - Demás trabajos - Póster
","Universidad Austral de Chile: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
MARIO SIMIRGIOTIS: Ponente
MATHIAS FLORES GONZALEZ: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,IX Congreso Latinoamericano de Plantas Medicinales, Congreso,Quito   - Virtual,Internacional,"Uso de plantas medicinales en la comunidad Diaguita Cacanchic de la comuna Copiapó, Atacama, Chile: Demás trabajos - Demás trabajos - Póster
","Universidad Austral de Chile: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
ANDRES VILLARROEL LOPEZ: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,The 1st International Electronic Conference on Clinical Medicine, Congreso,Basel   - Virtual,Internacional,"Effect of potassium intake on the regulation of the ENaC renal epithelial channel in primary arterial hypertension: A systematic review: Demás trabajos - Demás trabajos - Póster
","Universidad Austral de Chile: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,X Congreso de Investigaciones Antárticas, Congreso,Punta Arenas   - Virtual,Nacional,"Actividad antioxidante y colinesterasa de líquenes del orden Lecanorales: Lecania brialmontii (Vain.) Zahlbr. (Ramalinaceae), Pseudephebe pubescens (L.) Choisy (Parmeliaceae) y Sphaerophorus globosus (Huds.) Vain (Sphaerophoraceae): Demás trabajos - Demás trabajos - Póster
","Universidad Austral de Chile: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
MARIO SIMIRGIOTIS: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,XXIV Congreso de la Sociedad Mesoamericana para la Biología y la Conservación, Congreso,San Salvador   - Virtual,Internacional,"Composición, diversidad y estructura florística de la Reserva Natural de la Sociedad Civil Covadonga (Cundinamarca, Colombia): Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
KAREN TATIANA MARIN MORENO: Ponente
MICHEL ESTEFAN AGUDELO: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,VI Encuentro del Grupo Colombiano de Liquenólogos ¿ GCOL, Encuentro,SANTA MARTA   - Virtual,Nacional,"Comunidades liquénicas y su relación con la calidad atmosférica en dos ecosistemas urbanos en el departamento del Tolima: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
MIGUEL MORENO: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,VII Congreso Iberoamericano de Productos Naturales, Congreso,Punta Arenas   - Virtual,Internacional,"Contenido de compuestos fenólicos y potencial antioxidante del líquen Parmotrema chinense (Osbeck) Hale & Ahti (Parmeliaceae: Lecanorales): Producción técnica - Presentación de trabajo - Ponencia
","Universidad Austral de Chile: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
MARIO SIMIRGIOTIS: Ponente
MATHIAS HILLMANN: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,LXIV Reunión Anual Sociedad Biología de Chile ¿ XXXVII Reunión Anual Sociedad de Ecología de Chile ¿ XXXII Reunión Anual Sociedad de Botánica de Chile, Congreso,Santiago de Chile   - Virtual,Nacional,"Actividad antioxidante y colinesterasa de los musgos antárticos Sanionia uncinata (Hedw.) Loeske (Hypnales: Amblystegiaceae) y Polytrichastrum alpinum (Hedw.) G.L. Sm. (Polytrichales: Polytrichaceae): Producción técnica - Presentación de trabajo - Ponencia
Potencial antioxidante y neuroprotector de compuestos bioactivos en líquenes del género Cladonia P. Browne (Ascomycota, Cladoniaceae): Una revisión sistemática: Demás trabajos - Demás trabajos - Póster
","Universidad Austral de Chile: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
MARIO SIMIRGIOTIS: Ponente
MATHIAS HILLMANN: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,LXIV Reunión Anual Sociedad Biología de Chile ¿ XXXVII Reunión Anual Sociedad de Ecología de Chile ¿ XXXII Reunión Anual Sociedad de Botánica de Chile, Congreso,Santiago de Chile   - Virtual,Nacional,"Fauna y flora asociada al ecosistema del pasto marino Thalassia testudinum Banks & Sol. ex K.D. Koenig en la bahía Chenge (Parque Nacional Tayrona, Colombia): Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DEL TOLIMA: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,LXIV Reunión Anual Sociedad Biología de Chile ¿ XXXVII Reunión Anual Sociedad de Ecología de Chile ¿ XXXII Reunión Anual Sociedad de Botánica de Chile, Congreso,Santiago de Chile   - Virtual,Nacional,"Composición florística de sitios Ramsar: el caso de humedales de tierras bajas en la región Central de Colombia: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DEL TOLIMA: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
FRANCISCO ANTONIO VILLA NAVARRO: Ponente
KARINA GUTIERREZ: Ponente
",2021
ALFREDO JOSE TORRES BENITEZ,I Congreso Latinoamericano de Evolución, Congreso,Santiago de Chile   - Virtual,Internacional,"Relación entre especies de insectos y orquídeas de dos hábitats andinos en la región Central de Colombia: ¿coevolución o coadaptación?: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DEL TOLIMA: Patrocinadora
","ALFREDO JOSE TORRES BENITEZ: Ponente
",2021
Miguel César Moreno Palacios,XI CONGRESO COLOMBIANO DE ICTIOLOGÍA Y II ENCUENTRO SURAMERICANO DE ICTIÓLOGOS, Congreso,IBAGUÉ   - Gobernación del Tolima,Nacional,Ninguno,"UNIVERSIDAD DEL TOLIMA: Patrocinadora
","MIGUEL CESAR MORENO PALACIOS: Asistente
",2011
Miguel César Moreno Palacios,XXI ENCUENTRO NACIONAL DE ORNITOLOGÍA, Encuentro,IBAGUÉ   -,Nacional,Ninguno,"Red Nacional de Observadores de Aves -RNOA: Patrocinadora
Grupo de Observadores de Aves del Tolima: Gestionadora
","MIGUEL CESAR MORENO PALACIOS: Organizador
",2008
Miguel César Moreno Palacios,ENCUENTRO DE EXPERIENCIAS EN INVENTARIOS Y MONITOREO BIOLÓGICO, Encuentro,VILLA DE LEYVA   - Claustro de San Agustin,Nacional,Ninguno,"INSTITUTO DE INVESTIGACIÓN DE RECURSOS BIOLÓGICOS ALEXANDER VON HUMBOLDT: Patrocinadora
","MIGUEL CESAR MORENO PALACIOS: Asistente
",2006
Miguel César Moreno Palacios,Primer Ciclo de Conferencias Sobre Fauna del Neotrópico, Simposio,VILLAVICENCIO   - Bioparque Los Ocarros,Nacional,Ninguno,"Bioparque Los Ocarros: Patrocinadora
","MIGUEL CESAR MORENO PALACIOS: Asistente
",2004
Miguel César Moreno Palacios,PRIMER SEMINARIO INTERNACIONAL DE FAUNA SILVESTRE Y ANIMALES DE ZOOLÓGICO, Seminario,VILLAVICENCIO   -,Internacional,Ninguno,"Zoológico de Sao Paulo: Patrocinadora
","MIGUEL CESAR MORENO PALACIOS: Asistente
",2004
Miguel César Moreno Palacios,"MANEJO DE FAUNA EN CAUTIVERIO, UNA ALTERNATIVA PARA LA CONSERVACIÓN DE LAS ESPECIES. TERCER FORO DE LA ASOCIACIÓN COLOMBIANA DE PARQUES ZOOLÓGICOS Y ACUARIOS", Seminario,GIRARDOT   -,Nacional,Ninguno,"Asociación Colombiana de Parques Zoológicos y Acuarios: Patrocinadora
","MIGUEL CESAR MORENO PALACIOS: Asistente
",2004
Miguel César Moreno Palacios,XVI CONGRESO DE LA SOCIEDAD MESOAMERICANA PARA LA BIOLOGÍA Y LA CONSERVACIÓN, Congreso,Panamá   - Universidad de Panamá,Internacional,"Ciclos de muda en Volatinia jacarina y Sporophila intermedia: comparación de dos métodos.: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
Ciclos de muda en Volatinia jacarina y Sporophila intermedia: comparación de dos métodos: Producción técnica - Presentación de trabajo - Ponencia
","Sociedad Mesoamericana para la Biología y la Conservación: Gestionadora
","MARIA ANGELA ECHEVERRY GALVIS: Ponente
MIGUEL CESAR MORENO PALACIOS: Ponente
SERGIO LOSADA PRADO: Ponente
",2012
Miguel César Moreno Palacios,III CONGRESO COLOMBIANO DE ZOOLOGÍA Y III CONGRESO COLOMBIANO DE ORNITOLOGÍA, Congreso,MEDELLÍN   -,Nacional,"Nuevos Registros de Aves para el Valle Alto del Magdalena: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
","Asociación Colombiana de Zoología: Patrocinadora
","BILMA FLORIDO CUELLAR: Ponente
CAROLINA DIAZ: Ponente
DIEGO CARANTON: Ponente
JEISON SANABRIA: Ponente
KATHERINE CERTUCHE: Ponente
MIGUEL CESAR MORENO PALACIOS: Organizador
",2010
Miguel César Moreno Palacios,IV ENCUENTRO DE QUIMICA, Encuentro,IBAGUÉ   - Universidad del Tolima,Nacional,Ninguno,"UNIVERSIDAD DEL TOLIMA: Patrocinadora
","MIGUEL CESAR MORENO PALACIOS: Asistente
",2000
