Grupo,Nombre del Evento,Tipo,Lugar,Institución,Participación,Ámbito,Año,Mes,Día,Palabras,Area,Sectores
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO, III Encuentro de Universidades Promotoras de Salud. REDCUPS Nodo Tolima., Encuentro ,IBAGUÉ, Secretaria De Salud Del Tolima, Ponente, Nacional, 2016,10,04 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Semana de Investigación Universitaria 2016, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2016,09,21 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,VI Semana de la investigación universitaria 2016, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2016,09,21 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Educación para el Buen Vivir - Diseño de Modelos Socio-comunitarios Productivos, Seminario ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2016,09,05 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,IV Encuentro Internacional Experiencias Investigativas del vestir y la moda, Encuentro ,MEDELLÍN, UNIVERSIDAD PONTIFICIA BOLIVARIANA, Ponente, Internacional, 2016,09,01 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,VI Encuentro Internacional de Experiencias Investigativas del de Vestir y la Moda, Encuentro ,MEDELLÍN, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2016,09,01 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,VI Encuentro Internacional: Experiencias investigativas del vestir y la moda, Otro ,MEDELLÍN, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2016,09,01 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Foro Nacional de la Bicicleta Ibagué 2016, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2016,08,25 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Taller de ideación de Espacios Públicos, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ," Asistente , Organizador", Nacional, 2016,07,11 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Primer Simposio-Taller Internacional sobre el Futuro del Diseño y el Diseño de Futuros, Simposio ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ," Compilador de memorias , Organizador", Internacional, 2016,06,16 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Curso Diseño Ontológico, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Compilador de memorias, Nacional, 2016,06,07 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Curso Creative and Practical Research Skills in Social Science, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Compilador de memorias, Nacional, 2016,05,31 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,XIV Encuentro Departamental de Semilleros de Investigación REDCOLSI Nodo Tolima, Encuentro ,ESPINAL, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2016,05,13 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,XIII Foro Académico de Diseño, Seminario ,"BOGOTÁ, D.C.", UNIVERSIDAD DE CALDAS, Ponente, Internacional, 2016,05,09 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,6th Transport Research Arena, Congreso ,Varsovia, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2016,04,18 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Mirando al Sur Historias para compartir lo que somos, Encuentro ,TUNJA, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2016,03,01 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Charla Diseñar Región - Diseño del Sur, Seminario ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2016,03,01 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,XI Congreso Colombiano de Ingeniería de Transporte y Tránsito, Congreso ,BARRANQUILLA, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2015,12,02 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Segunda Muestra de Diseño, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2015,11,27 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,VIII Curso Anual De La Escuela Latinoamericana de Pensamiento y Diseño Sistémico, Congreso ,IBAGUÉ, UNIVERSIDAD DE LOS ANDES, Ponente, Internacional, 2015,11,25 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,VIII CURSO ANUAL DE LA ESCUELA LATINOAMERICANA DE PENSAMIENTO Y DISEÑO SISTEMICO, Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ," Asistente , Compilador de memorias , Organizador", Internacional, 2015,11,25 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,VIII CURSO ANUAL DE LA ESCUELA LATINOAMERICANA DE PENSAMIENTO Y DISEÑO SISTEMICO, Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ," Organizador , Ponente Magistral", Internacional, 2015,11,25 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,VIII Edición anual de Escuela Latinoamericana de Pensamiento y Diseño Sistémico ELAPDIS, Otro ,IBAGUÉ, Escuela Latinoamericana de Pensamiento y Diseño Sistémico ¿," Asistente , Organizador", Internacional, 2015,11,25 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,VIII Curso Anual De La Escuela Latinoamericana de Pensamiento y Diseño Sistémico, Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Internacional, 2015,11,25 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,VIII Encuentro de Comunicación social y periodismo, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2015,11,10 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Simposio Departamental de Salud Mental, Simposio ,IBAGUÉ, CORPORACIÓN PROYECTANDO FUTURO, Ponente Magistral, Nacional, 2015,11,06 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,II Encuentro Regional de Universidades Promotoras de la Salud Nodo Tolima, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Nacional, 2015,11,04 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Foro Infraestructura de transporte y logística: ¿Cómo avanzar hacia un enfoque intermodal en la Región Central?, Simposio ,PAIPA, RAPE Región Central, Ponente Magistral, Nacional, 2015,10,16 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,XVIII Encuentro Nacional y XII Internacional de Semilleros de Investigación, Encuentro ,CALI, UNIVERSIDAD DE IBAGUÉ, Asistente, Nacional, 2015,10,15 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Veinte años construyendo salud colectiva, Congreso ,MEDELLÍN, UNIVERSIDAD DE ANTIOQUIA, Ponente, Nacional, 2015,09,25 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,2015 Air Transport Research Society World Conference, Congreso ,Singapur, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2015,07,02 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,I Coloquio Narrativas de la violencia en Colombia: episteme y método, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ," Organizador , Ponente", Nacional, 2015,06,16 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Primera Muestra de Diseño, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2015,05,21 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,XIII Encuentro Departamental de Semilleros de Investigación REDCOLSI Nodo Tolima, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2015,05,15 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Workshop Internacional Re-Pensar la Movilidad, Taller ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ," Organizador , Ponente", Internacional, 2015,04,09 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Socialización investigaciones PROFIN, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2015,02,03 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,VII CURSO ANUAL DE LA ESCUELA LATINOAMERICANA DE PENSAMIENTO Y DISEÑO SISTEMICO, Congreso ,Buenos Aires, UNIVERSIDAD DE IBAGUÉ," Organizador , Ponente", Internacional, 2014,11,12 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,VII Encuentro de comunicación social y periodismo, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2014,11,05 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,16th Congress of the World Organization of Systems and Cybernetics, Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ," Asistente , Compilador de memorias , Organizador", Internacional, 2014,10,15 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,16th Congress of the World Organization of Systems and Cybernetics, Congreso ,IBAGUÉ, World Organization on Systems and Cybernetics, Ponente, Internacional, 2014,10,15 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,16th Congress of the World Organization of Systems and Cybernetics, Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Internacional, 2014,10,15 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,V Encuentro de comunicación social y periodismo, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2012,05,22 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,III Curso Anual De La Escuela Latinoamericana de Pensamiento y Diseño Sistémico, Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Internacional, 2010,12,02 ,,,
