Grupo,Nombre del producto,Tipo,Autores,Lugar,Editorial,DOI,ISSN,Revista,Año,Volumen,Fasciculo,Página inicial,Página final,Palabras,Area,Sectores
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Diseño de una metodología para la co-creación de ambientes saludables en entornos educativos universitarios, Publicado en revista especializada," GINA ALEXANDRA ROJAS LEON, REYNEL FELIPE GOMEZ ROMERO, JULIO EDUARDO MAZORCO SALAS, JENNY ROCIO DUARTE RUEDA, MARIA CONSTANZA GRANADOS MENDOZA",Colombia, Hacia La Promocion De La Salud ,10.17151/hpsal.2021.26.2.5, 0121-7577, Hacia La Promocion De La Salud , 2021,26 ,N/A , 49 , 67,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Identifying Potential Managerial Personnel Using PageRank and Social Network Analysis: The Case Study of a European IT Company, Publicado en revista especializada," CARLOS ANTONIO MEISEL DONOSO, JOSE DAVID MEISEL DONOSO",Suiza, Applied Sciences (Switzerland) ,10.3390/app11156985, 2076-3417, Applied Sciences (Switzerland) , 2021,11 ,15 , 1 , 13,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Los retos de la planificación universitaria en el marco de la crisis del presente: una revisión alternativa, Publicado en revista especializada," DANIEL LOPERA MOLANO, MARLY VIVIANA TAFUR OSORIO, DARIO ALFONSO MARTINEZ LEAL, JOSE JAIR GONZALEZ LOPEZ, HERNAN LOPEZ GARAY",España, Revista Internacional De Sistemas ,10.7203/RIS.24.1.20340, 0214-6533, Revista Internacional De Sistemas , 2021,24 ,1 , 62 , 72,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Diseño especulativo de segundo orden para una nueva planeación universitaria, Publicado en revista especializada," DANIEL LOPERA MOLANO, MARLY VIVIANA TAFUR OSORIO, DARIO ALFONSO MARTINEZ LEAL, JOSE JAIR GONZALEZ LOPEZ, HERNAN LOPEZ GARAY",España, Revista Internacional De Sistemas ,10.7203/RIS.24.1.20341, 0214-6533, Revista Internacional De Sistemas , 2021,24 ,1 , 54 , 61,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Network analysis of collaboration in networked universities, Publicado en revista especializada," JOSE DAVID MEISEL DONOSO, FELIPE MONTES JIMENEZ, ANGIE MARCELA RAMIREZ RUBIO, PABLO DAVID LEMOINE ARBOLEDA, JUAN ALEJANDRO VALDIVIA HEPP, ROBERTO ZARAMA URDANETA",Reino Unido, Kybernetes ,10.1108/K-10-2020-0648, 0368-492X, Kybernetes , 2021,51 ,4 , 1341 , 1364,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Exploring the Role of a Colombian University to Promote Just Transitions. An Analysis from the Human Development and the Regional Transition Pathways to Sustainability, Publicado en revista especializada, DIANA CAROLINA VELASCO MALAVER,, Sustainability ,10.3390/su13116014, 2071-1050, Sustainability , 2021,13 ,11 , 1 , 24,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,"Imaginarios urbano-rurales en el barrio El Salado de Ibagué, Colombia", Publicado en revista especializada," CARLOS MAURICIO SANTANA SAENZ, ANGELA MARIA LOPERA MOLANO",Brasil, Urbe ,10.1590/2175-3369.013.e20200104, 2175-3369, Urbe , 2021,13 ,e20200104 , 1 , 15,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,"Representaciones sociales sobre la salud mental construidas por los miembros de una universidad regional en Ibagué, Colombia: un abordaje metodológico mixto", Publicado en revista especializada, JULIO EDUARDO MAZORCO SALAS,Colombia, Revista Colombiana de Sociologia ,10.15446/rcs.v44n2.87724, 2256-5485, Revista Colombiana de Sociologia , 2021,44 ,2 , 95 , 121,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Reinterpreting the role of primary and secondary airports in low-cost carrier expansion in Europe, Publicado en revista especializada, EDGAR RAMIRO JIMENEZ PEREZ,, Journal of Transport Geography ,10.1016/j.jtrangeo.2020.102847, 0966-6923, Journal of Transport Geography , 2020,88 ,N/A , 102847 , 102847,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,A systematic review of empirical and simulation studies evaluating the health impact of transportation interventions, Publicado en revista especializada," JOSE DAVID MEISEL DONOSO, FELIPE MONTES JIMENEZ, OLGA LUCIA SARMIENTO DUENAS",Estados Unidos, Environmental Research ,10.1016/j.envres.2020.109519, 0013-9351, Environmental Research , 2020,186 ,N/A , 1 , 26,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Designing communities in peace: Participatory action-research approaches embedded in regional education in Colombia, Publicado en revista especializada," DANIEL LOPERA MOLANO, ANGELA MARIA LOPERA MOLANO",, Gateways : International Journal of Community Research & Engagement ,10.5130/ijcre, 1836-3393, Gateways : International Journal of Community Research & Engagement , 2020,13 ,1 , 1 , 16,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,"Using a system dynamics model to study the obesity transition by socioeconomic status in Colombia at the country, regional and department levels", Publicado en revista especializada," JOSE DAVID MEISEL DONOSO, ANGIE MARCELA RAMIREZ RUBIO, VALENTINA ESGUERRA MEDINA, FELIPE MONTES JIMENEZ, OLGA LUCIA SARMIENTO DUENAS, JUAN ALEJANDRO VALDIVIA HEPP",Reino Unido, BMJ Open ,10.1136/bmjopen-2019-036534, 2044-6055, BMJ Open , 2020,10 ,6 , 1 , 11,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Designing communities in peace: Participatory action-research approaches embedded in regional education in Colombia, Publicado en revista especializada," ANGELA MARIA LOPERA MOLANO, DANIEL LOPERA MOLANO",Australia, Gateways : International Journal of Community Research & Engagement ,10.5130/ijcre.v13i1.7167, 1836-3393, Gateways : International Journal of Community Research & Engagement , 2020,13 ,1 , 1 , 16,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Teacher-Researcher Training in Higher Education: a Systems Thinking Approach, Publicado en revista especializada," ANDRES FELIPE ASTAIZA MARTINEZ, JULIO EDUARDO MAZORCO SALAS, MARIA ISABEL CASTILLO BOHORQUEZ",, Systemic Practice and Action Research ,10.1007/s11213-020-09532-x, 1094-429X, Systemic Practice and Action Research , 2020,1 ,N/A , 1 , 16,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Teacher-Researcher Training in Higher Education: a Systems Thinking Approach, Publicado en revista especializada," JULIO EDUARDO MAZORCO SALAS, MARIA ISABEL CASTILLO BOHORQUEZ, ANDRES FELIPE ASTAIZA MARTINEZ",, Systemic Practice and Action Research ,10.1007/s11213-020-09532-x, 1573-9295, Systemic Practice and Action Research , 2020,33 ,3 , 1 , 15,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Concepciones sobre ciudadanía en estudiantes y docentes universitarios: convivencia y transformación social, Publicado en revista especializada," GINA ALEXANDRA ROJAS LEON, JULIO EDUARDO MAZORCO SALAS, ANDRES FELIPE ASTAIZA MARTINEZ, MARIA ISABEL CASTILLO BOHORQUEZ, OSCAR ANDRES PRIETO CRUZ",Costa Rica, Revista Educación ,10.15517/REVEDU.V44I1.36847, 0379-7082, Revista Educación , 2020,44 ,1 , 1 , 16,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Concepciones sobre ciudadanía en estudiantes y docentes universitarios: convivencia y transformación social, Publicado en revista especializada," JULIO EDUARDO MAZORCO SALAS, GINA ALEXANDRA ROJAS LEON, ANDRES FELIPE ASTAIZA MARTINEZ, MARIA ISABEL CASTILLO BOHORQUEZ, OSCAR ANDRES PRIETO CRUZ",Costa Rica, Revista Educación ,10.15517/REVEDU.V44I1.36847, 0379-7082, Revista Educación , 2019,44 ,1 , 1 , 16,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Epistemic Capabilities and Epistemic Injustice: What is the Role of Higher Education in Fostering Epistemic Contributions of Marginalized Knowledge Producers?, Publicado en revista especializada," ALEJANDRA BONI ARISTIZABAL, DIANA CAROLINA VELASCO MALAVER",, Global justice: Theory,10.21248/gjn.12.01.228, 1835-6842, Global justice: Theory, 2019,12 ,1 , 1 , 26,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Concepciones sobre ciudadanía en estudiantes y docentes universitarios: convivencia y transformación social, Publicado en revista especializada," ANDRES FELIPE ASTAIZA MARTINEZ, MARIA ISABEL CASTILLO BOHORQUEZ, GINA ALEXANDRA ROJAS LEON, JULIO EDUARDO MAZORCO SALAS",, Revista Educación ,10.15517/revedu.v44i1.36847, 2215-2644, Revista Educación , 2019,40 ,1 , 1 , 16,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Escenas De La Masculinidad Cosplay: Exploraciones Del Cuerpo Deseado Y La Extimidad, Publicado en revista especializada, JEIMY JOHANA ACOSTA FANDINO,Colombia, Lúdica Pedagógica ,, 0121-4128, Lúdica Pedagógica , 2018,1 ,26 , 129 , 139,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Connecting higher education and innovation to local development, Publicado en revista especializada, ALFONSO REYES ALVARADO,, Futures ,https://doi.org/10.1016/j.futures.2018.04.004, 0016-3287, Futures , 2018,103 , , 73 , 87,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Towards a novel model for studying the nutritional stage dynamics of the Colombian population by age and socioeconomic status, Publicado en revista especializada," JOSE DAVID MEISEL DONOSO, OLGA LUCIA SARMIENTO DUENAS, PABLO DAVID LEMOINE ARBOLEDA, CAMILO ENRIQUE OLAYA NIETO, JUAN ALEJANDRO VALDIVIA, ROBERTO ZARAMA URDANETA",Estados Unidos, PLoS ONE ,doi.org/10.1371/journal.pone.0191929, 1932-6203, PLoS ONE , 2018,13 ,2 , 1 , 22,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,El Diseño como Práctica de Construcción de Sentido, Publicado en revista especializada," MARIA DEL MAR NUNEZ GANAN, DANIEL LOPERA MOLANO",Colombia, Arquetipo ,10.31908/22159444.3801, 2215-9444, Arquetipo , 2018,16 ,N/A , 27 , 37,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Dynamic evolution of European airport systems in the context of Low-Cost Carriers growth, Publicado en revista especializada, EDGAR RAMIRO JIMENEZ PEREZ,Estados Unidos, Journal of Air Transport Management ,10.1016/j.jairtraman.2017.06.027, 0969-6997, Journal of Air Transport Management , 2017,64 ,N/A , 68 , 76,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Alter Design: A clearing where design is revealed as coming full circle to its forgotten origins and dissolved into nondesign, Publicado en revista especializada," DANIEL LOPERA MOLANO, HERNAN LOPEZ GARAY",Reino Unido, DESIGN PHILOSOPHY PAPERS ,14487136.2017.1303974, 1448-7136, DESIGN PHILOSOPHY PAPERS , 2017,14 ,N/A , 1 , 5,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Alter Design: A clearing where design is revealed as coming full circle to its forgotten origins and dissolved into nondesign, Publicado en revista especializada," HERNAN LOPEZ GARAY, DANIEL LOPERA MOLANO",Inglaterra, DESIGN PHILOSOPHY PAPERS ,, 1448-7136, DESIGN PHILOSOPHY PAPERS , 2017,15 , , 1 , 4,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Waste retrieval services in Ibagué: a social design approach, Publicado en revista especializada," DANIEL LOPERA MOLANO, VICTORIA ANDREA ORTEGON LEON",Reino Unido, DESIGN PHILOSOPHY PAPERS ,10.1080/14487136.2016.1271580, 1448-7136, DESIGN PHILOSOPHY PAPERS , 2017,14 ,1 , 1 , 13,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,"Delivering user information in resource-constrained urban transit systems: the case of Ibague, Colombia", Publicado en revista especializada, EDGAR RAMIRO JIMENEZ PEREZ,Polonia, Transportation Research ,10.1016/j.trpro.2016.05.271, 0041-1647, Transportation Research , 2016,14 , , 3257 , 3264,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,A system dynamics model of the nutritional stages of the Colombian population, Publicado en revista especializada," JOSE DAVID MEISEL DONOSO, OLGA LUCIA SARMIENTO DUENAS, CAMILO ENRIQUE OLAYA NIETO, JUAN ALEJANDRO VALDIVIA, ROBERTO ZARAMA URDANETA",Reino Unido, Kybernetes ,http://dx.doi.org/10.1108/K-01-2015-0010, 0368-492X, Kybernetes , 2016,45 ,4 , 554 , 570,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Using agent based modeling to assess the effect of increased Bus Rapid Transit system infrastructure on walking for transportation, Publicado en revista especializada," PABLO DAVID LEMOINE ARBOLEDA, OLGA LUCIA SARMIENTO DUENAS, JOSE DAVID MEISEL DONOSO, JUAN ALEJANDRO VALDIVIA, ROBERTO ZARAMA URDANETA",Canadá, Preventive Medicine ,10.1016/j.ypmed.2016.03.015, 0091-7435, Preventive Medicine , 2016,88 ,N/A , 39 , 45,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,"Intervención del espacio público: percepción ciudadana del grafiti en la ciudad de Ibagué, Colombia", Publicado en revista especializada," ANGELA MARIA LOPERA MOLANO, PATRICIA COBA GUTIERREZ",Colombia, Encuentros ,, 1692-5858, Encuentros , 2016,14 ,1 , 53 , 69,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,WASTE RETRIEVING SERVICES IN IBAGUÉ: A HUMAN CENTRED DESIGN APPROACH (En revisión), Publicado en revista especializada," DANIEL LOPERA MOLANO, VICTORIA ANDREA ORTEGON LEON",Líbano, DESIGN PHILOSOPHY PAPERS ,, 1448-7136, DESIGN PHILOSOPHY PAPERS , 2016,N/A ,N/A ,  , ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,El diálogo que se encamina. La traducción entre Paul Celan y Doris Salcedo, Publicado en revista especializada, ANGELA MARIA LOPERA MOLANO,Colombia, Hallazgos ,, 1794-3841, Hallazgos , 2015,12 ,24 , 31 , 48,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,"CLIENTELISMO, PARTIDOS Y GLOBALIZACIÓN: CASO TOLIMA", Publicado en revista especializada," HERNAN LOPEZ GARAY, REYNEL FELIPE GOMEZ ROMERO, JOHN JAIRO URIBE SARMIENTO, LILIAN ANDREA CASTRO VILLARREAL",Colombia, Revista Caribeña De Las Ciencias Sociales ,, 2254-7630, Revista Caribeña De Las Ciencias Sociales , 2015,38 ,N/A , 1 , 27,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,The illuminist discourse of the digital divide: a critic to the Post-FordistInformatic, Publicado en revista especializada, IVAN DARIO HERNANDEZ UMANA,Brasil, Informacao e Sociedade ,, 0104-0146, Informacao e Sociedade , 2015,1 , , 85 , 100,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Respiración Holotrópica y Corporalidad: Una Marca Transversal, Publicado en revista especializada, JULIO EDUARDO MAZORCO SALAS,España, Journal of Transpersonal Psychology ,http://www.transpersonaljournal.com/pdf/vol6-issue1/Julio%20Eduardo%20Mazorco.pdf, 0022-524X, Journal of Transpersonal Psychology , 2014,6 ,1 , 95 , 102,,,
